"HBCx14_AC1","HBCx14_AC2","HBCx14_AC3","HBCx14_AC4","HBCx14_AC5","Symbol"
393,572,738,877,746,"FOXN3"
1,0,0,0,0,"METTL24"
492,616,675,746,802,"AKR7A2"
948,1119,1427,1691,1948,"MRTO4"
1,3,1,4,10,"NNAT"
500,658,682,675,861,"USE1"
24,25,30,26,27,"MCF2L2"
1,1,0,0,1,"NRIP2"
89,143,162,237,189,"LAMA3"
513,643,732,856,936,"AP5M1"
248,308,346,457,428,"ANAPC4"
44,63,69,80,74,"KCNQ1"
1182,1507,1672,2031,2153,"TRAPPC3"
2900,3899,4936,5687,5725,"THRAP3"
1481,1885,1942,2179,2447,"PHPT1"
650,741,904,947,1050,"ENTPD2"
297,431,386,498,536,"LY75"
579,766,910,1099,1039,"ARID4B"
99,118,129,170,172,"OPN3"
389,534,534,641,659,"SDCCAG8"
3,3,4,3,4,"PTPRN"
75,109,98,120,115,"HHAT"
1210,1644,2169,2299,2325,"KIF1B"
1940,2346,2640,3152,3363,"FOXC1"
400,466,548,580,558,"TBC1D22A"
2179,2557,3520,3886,3860,"SYNE2"
479,618,761,854,785,"PLEKHH1"
1848,2718,3448,4155,3956,"ATP9A"
0,0,0,0,0,"SPO11"
0,0,0,0,0,"CBLN4"
2,1,4,4,5,"CHRDL2"
1005,1524,1847,1915,1951,"FAM168A"
252,302,397,500,513,"RELT"
209,289,327,361,362,"GALC"
1506,1961,2301,2924,3086,"NOP58"
2252,2764,3458,3995,4473,"SZRD1"
79,104,147,111,148,"KCNH2"
1810,2250,2576,3161,3397,"CUL1"
119,184,210,211,240,"FAM114A2"
442,562,844,735,848,"CYFIP2"
1793,2619,3315,3853,3604,"TAB2"
887,994,1240,1193,1315,"GINM1"
3032,4896,6165,8847,7656,"EIF2AK2"
1029,1248,1853,2029,2396,"USP36"
818,1336,1569,1846,1788,"KMT2C"
330,423,521,594,475,"MCOLN3"
2,5,4,1,1,"CCDC85A"
2425,3742,4488,4954,4910,"PUM2"
181,246,277,288,322,"MRPL43"
7,9,4,6,3,"ITIH4"
0,0,0,0,2,"ITIH1"
130,173,180,214,209,"HPF1"
1635,2236,3175,3863,3683,"ZFR"
103,186,229,285,278,"ZNF280C"
1,1,2,1,1,"NPFFR2"
1,5,6,1,0,"PHF21B"
338,592,901,985,1092,"TRAF1"
1111,1789,2146,2380,2215,"RC3H2"
374,493,685,773,827,"IL17RB"
707,921,1140,1230,1338,"TRAF3IP2"
109,110,86,94,107,"GYG2"
588,700,993,1091,1023,"DCBLD2"
0,0,1,1,0,"SERPINB3"
1630,2034,2412,2889,2972,"SOAT1"
590,743,968,1086,1096,"PKP2"
21,30,20,31,32,"MSH4"
13,7,23,15,34,"F7"
6662,8183,9250,11176,11735,"GDI2"
30,51,84,119,127,"PRDM1"
803,985,1124,1453,1430,"ATG5"
39,65,123,95,120,"TMCC3"
617,686,807,889,1040,"PITHD1"
822,1087,1122,1287,1376,"MTA3"
1020,1335,1543,1813,1815,"USP13"
967,1277,1544,1786,1701,"ATP11B"
1857,2580,3545,4664,4223,"LAMC2"
237,319,483,533,487,"CDK14"
4173,5293,6849,7867,8685,"SEC61A1"
555,837,1055,1336,1136,"PPP1R12A"
191,258,315,333,352,"RASGRF1"
42,64,37,44,50,"CAMK2B"
448,549,593,667,738,"CROCC"
872,1146,1465,1720,1796,"POLR3E"
1732,2364,3227,4239,3643,"ATP2B4"
0,5,2,9,2,"ZC3H11A"
209,345,372,456,430,"RIOK2"
403,470,581,682,776,"YIPF1"
1398,1807,2122,2471,2638,"NDC1"
7,14,20,13,15,"DGKG"
275,366,426,492,510,"FLYWCH1"
456,645,639,664,812,"UNKL"
23,31,39,51,50,"TBXAS1"
564,798,981,1299,1206,"PARP12"
797,1179,1374,1424,1662,"ALDH18A1"
1280,1601,1768,2106,2265,"TARBP1"
142,200,184,171,215,"GATB"
515,761,878,903,935,"MXD1"
252,324,433,489,531,"CDK17"
196,292,329,370,426,"DNAJC25"
12,13,13,16,12,"SLC2A3"
11,12,12,11,16,"PSD"
372,448,561,686,730,"CTDP1"
8299,10001,11631,13787,15217,"YBX3"
526,724,729,749,772,"STYK1"
4773,6818,9623,10603,10141,"WNK1"
0,0,0,1,0,"RPS17P5"
1681,2315,2920,3836,3587,"CCAR1"
1788,2317,2711,3346,3452,"OGFR"
882,1115,1433,1649,1781,"GNA15"
0,0,2,0,0,"CREB3L3"
137,221,204,234,266,"PIGV"
1507,1723,1856,2230,2209,"PTPRU"
862,1125,1291,1433,1630,"SNRNP40"
5,3,4,3,7,"RIMBP2"
25,61,78,103,87,"COL11A1"
1273,1588,1948,2460,2317,"QSER1"
683,882,959,1122,1285,"MPC1"
644,886,932,1032,1141,"ACAA1"
376,445,858,842,780,"BCAT1"
1755,2147,2421,2811,3028,"HDAC7"
136,131,281,293,343,"LZTS1"
6,7,5,9,5,"PRDM6"
0,0,0,0,1,"WNT8A"
24,47,42,47,37,"SPAG4"
3243,4279,5047,6289,6006,"NCKAP1"
688,893,939,1166,1275,"MRPS35"
143,155,196,274,256,"GUCY1B1"
772,1084,1255,1570,1607,"SFSWAP"
6026,6865,8137,8256,8607,"TNK2"
418,639,756,817,746,"MON2"
7571,9180,11766,14392,14515,"CDH3"
0,0,0,0,0,"ARSF"
853,1197,1443,1474,1573,"GPBP1"
1062,1448,2220,1437,2253,"DGAT2"
59,117,116,144,137,"ZNF112"
3060,3735,4608,5144,5790,"CS"
228,160,298,245,343,"LTK"
10,14,21,25,54,"MRPS24"
446,566,642,772,785,"ELMO2"
1053,1644,2116,2463,2323,"WAPL"
1334,1875,2001,2588,2842,"VMP1"
622,870,991,1010,1078,"APPBP2"
1014,1147,1558,1478,1834,"POLD1"
3,0,1,0,4,"SEZ6"
3565,4579,5485,5974,6294,"EIF4B"
309,471,522,555,576,"SLC6A16"
668,856,925,1010,1053,"BICRA"
271,289,344,399,464,"SPHK2"
4056,4278,4968,5050,6256,"RPL18"
112,138,142,180,201,"CA11"
373,462,563,586,728,"ISOC2"
4481,5620,6929,7832,8440,"U2AF2"
1893,2304,2668,2945,3282,"EPN1"
598,781,916,1038,1120,"MED29"
4,7,18,4,14,"AHRR"
0,0,0,0,2,"GSC2"
446,811,968,1039,1004,"ZNF275"
1815,2498,2988,3647,3827,"MTMR1"
1178,1262,1874,1691,2013,"GPC1"
117,149,185,162,236,"ADCK1"
240,322,412,406,435,"HAGH"
595,714,966,1009,1122,"RNF4"
392,518,718,796,912,"CASP8"
257,387,487,471,424,"LIMCH1"
699,920,1049,1234,1349,"INTS13"
1246,1534,1896,2187,2068,"TM7SF3"
110,125,138,171,188,"DLX3"
136,149,129,203,176,"SPA17"
4,1,0,0,0,"TSPAN32"
1,5,5,1,2,"CCN5"
0,0,0,0,1,"DMRT3"
354,456,525,583,649,"ST3GAL6"
309,339,539,518,561,"ATP2C2"
1,6,4,9,11,"NGFR"
116,145,224,201,199,"CDON"
816,1158,1391,1768,1786,"TAF2"
982,1526,2179,2539,2602,"HIPK2"
1521,2160,2555,2987,3083,"TNPO3"
5,7,5,0,3,"BORCS8-MEF2B"
1114,1275,1323,1461,1749,"RFXANK"
778,984,1067,1200,1385,"TMEM161A"
971,1151,1410,1450,1699,"LPAR2"
1870,2450,2850,3202,3349,"CTSA"
2874,3734,4801,5241,5711,"SUGP2"
527,728,1027,1309,1160,"SLC12A2"
125,128,118,181,146,"SNX24"
535,671,711,783,909,"EYA2"
2712,3310,4425,4272,4935,"CNN2"
762,962,1119,1026,1169,"ABCA7"
9,9,7,18,16,"SNCAIP"
522,621,772,964,940,"DDX20"
1048,1405,1743,1793,2063,"BTBD1"
378,510,529,728,638,"FAR2"
19,17,10,4,7,"BCAS1"
0,0,0,0,0,"POU1F1"
2088,2803,3074,5991,4810,"CHI3L2"
3138,3914,4643,5275,5841,"SBNO2"
489,696,775,794,827,"PMS1"
3366,3856,4536,4973,5547,"HMG20B"
12,21,30,22,22,"CALCRL"
586,724,882,959,1067,"TAF11"
966,1188,1573,1755,1890,"ANKS1A"
4495,5607,7095,7981,8378,"AP3D1"
700,844,943,1057,1071,"ZNF76"
799,922,1294,1233,1458,"SLC9A3R2"
219,324,327,393,442,"NTHL1"
269,353,505,569,553,"UHRF1BP1"
1659,1974,2239,2755,2656,"GNAI3"
1419,1855,2605,3084,3203,"IPO5"
2596,3208,3509,3938,4144,"OAT"
1370,1848,2365,2735,3023,"WDR3"
1120,1591,1798,2260,1874,"PKN2"
1017,1189,1342,1407,1704,"WDR18"
404,650,947,1007,1025,"TRAM2"
2073,2649,3674,4200,4488,"NTN1"
115,163,309,236,244,"GLP2R"
558,787,1066,1139,1218,"MCM10"
566,711,777,706,771,"DGKA"
3303,4624,4773,5181,4862,"ERBB3"
307,395,382,408,530,"ROPN1"
39,58,108,80,88,"ANKRD44"
2358,2947,3320,3987,4482,"KARS1"
173,252,347,376,386,"ADAT1"
384,502,632,735,763,"PDIA5"
426,535,763,847,897,"TBC1D22B"
858,1017,1166,1398,1571,"NDUFB4"
1328,1853,2496,3297,3076,"SPEN"
134,230,290,305,289,"MYLK"
1625,2086,2425,3105,3167,"ZC3H15"
386,574,688,809,825,"MAP2K4"
194,262,300,298,325,"PACC1"
1,2,3,2,3,"SNAP91"
297,399,523,688,609,"SLK"
224,289,415,454,461,"CYB5R4"
3,3,4,3,5,"COL17A1"
227,296,290,328,411,"GSTO2"
172,236,252,298,294,"SEC61A2"
1,0,0,0,0,"PRKCQ"
1957,2101,2370,2433,2538,"TLE2"
567,812,962,1120,997,"ASB1"
854,1061,1477,1672,1726,"FAM107B"
268,387,541,577,685,"ME1"
1854,2301,2771,3032,3105,"TBC1D1"
697,1116,1486,1607,1565,"CDK13"
1404,1654,2425,2691,3112,"MTHFD2"
532,715,962,1061,1095,"SLC9A7"
1194,1541,1720,1967,2006,"FOXJ2"
18884,24690,29730,32399,35385,"YBX1"
643,821,1057,1174,1230,"PDE4A"
749,1507,2012,1185,1751,"PPP2R5A"
0,0,0,0,0,"CTNNA2"
2078,2778,3266,3665,4124,"ELAVL1"
1,3,2,0,1,"TIE1"
691,933,1295,1417,1429,"DIP2B"
1110,1507,1776,1970,2230,"SMARCD1"
603,744,935,927,1122,"KDM4A"
927,1265,1442,1545,1733,"NFYC"
5,12,12,6,11,"ZMYND12"
10,12,12,14,7,"SLC9A3"
328,305,413,328,440,"NGEF"
1953,2246,2849,3483,3129,"ASPM"
0,0,0,0,0,"CD84"
1320,1753,1885,2229,2372,"ELOVL1"
325,499,711,852,870,"SPI1"
94,97,128,140,165,"ZNRD1"
11,13,13,15,13,"MPPED2"
0,0,0,0,1,"CLDN18"
492,723,937,984,1030,"ZBTB11"
278,372,467,560,570,"ATXN3"
996,1322,1493,1776,1888,"GOLGA5"
1862,2493,2273,2539,2434,"FGFR2"
453,595,648,800,901,"LRRC40"
333,452,477,538,630,"ISOC1"
215,269,311,334,380,"EML1"
705,888,938,1163,1120,"TRMT11"
472,574,767,894,916,"THUMPD1"
412,550,718,742,819,"MSANTD3"
15,11,21,10,7,"KIF26A"
356,492,553,672,631,"ATG2B"
669,1081,1172,1421,1314,"ARFGEF1"
0,1,1,0,0,"ACSM2B"
197,327,377,411,426,"ZFAT"
421,497,606,724,767,"MTFR1"
24,30,33,30,38,"STAG3"
299,372,397,432,443,"FECH"
306,372,519,637,581,"MYO9A"
6,26,29,44,29,"DDX3Y"
1611,2123,2479,2841,3230,"PFKP"
110,150,169,195,237,"IDI1"
1353,1941,2582,3598,2871,"SP100"
2921,4167,4281,5036,5800,"KLF6"
85,86,117,147,127,"PLPP1"
99,174,238,233,187,"NEO1"
1574,1971,2384,3119,3160,"TRAM1"
568,630,869,1009,1127,"PHKA1"
2533,3119,3855,4417,4856,"TNFRSF1A"
268,320,377,457,407,"CACNB1"
101,142,160,239,187,"EVI5"
184,280,380,440,498,"STOML1"
11424,13748,17772,19712,21354,"PKM"
159,209,253,318,306,"DHX29"
1150,1256,1594,1978,1975,"DNTTIP2"
198,321,321,377,401,"METTL22"
1045,1492,2033,2130,2140,"TP53BP1"
12,27,20,22,36,"TRO"
320,392,480,615,670,"RRP15"
5188,6597,7857,9239,9290,"RHOA"
845,1187,1576,1751,1709,"DHX8"
22,34,37,46,48,"PMS2P4"
810,969,1185,1315,1436,"PRKCZ"
0,2,2,2,2,"ZFY"
1775,2240,2314,2723,2753,"IARS2"
1,4,2,2,1,"SYT1"
16,40,29,51,27,"NAV3"
1552,1857,2373,2297,2879,"IDH3G"
160,175,205,208,233,"ROGDI"
28,48,73,46,80,"PDZD4"
3,5,12,11,7,"ATP2B3"
581,893,1178,1409,1239,"ROCK1"
1569,1935,2300,2683,2940,"CBFB"
1078,1532,1814,1943,2069,"PDK3"
359,410,476,546,622,"HYAL2"
321,427,767,864,832,"HDAC4"
810,1063,1190,1225,1407,"RASSF1"
470,539,592,542,629,"FGFR3"
337,518,704,935,880,"IFI35"
255,327,433,475,523,"HEATR6"
560,658,711,835,901,"COASY"
1107,1206,1283,1273,1307,"PLEKHH3"
474,857,1108,1164,1080,"MEF2A"
755,958,1194,1313,1373,"OTUD5"
800,993,1236,1319,1483,"TFE3"
175,213,239,240,332,"TBC1D25"
294,433,677,786,680,"ACSL4"
268,364,440,516,561,"INPP5A"
268,376,413,484,557,"GPKOW"
789,1048,1224,1308,1414,"GRIPAP1"
484,635,701,839,980,"FTSJ1"
1628,1676,2507,2542,3036,"PRR11"
42,76,94,72,104,"REEP1"
1384,1914,3123,3794,3439,"ATP11A"
1660,2423,3546,4078,4160,"POLR1A"
8301,10601,12057,13026,14168,"LAPTM4A"
767,861,1210,1245,1334,"TTC7A"
1236,1528,1872,1980,2266,"IP6K2"
0,0,0,0,0,"STON1-GTF2A1L"
266,322,412,415,438,"SRBD1"
413,527,601,714,656,"KIF2A"
2,7,9,4,13,"RASGRP2"
2620,3445,4314,4682,4461,"PSME4"
516,728,781,819,836,"IFT80"
610,736,848,906,1012,"SIRT2"
755,986,1192,1353,1376,"ERLEC1"
217,345,374,340,414,"PPP2R5B"
17,16,18,13,9,"PYGM"
0,0,0,0,0,"PAGE1"
567,655,765,881,1046,"PITX1"
2,0,0,0,1,"TRPC7"
58,123,173,194,200,"MAST4"
0,1,1,0,1,"ADGRF5"
129,176,162,160,224,"SDK2"
0,0,0,2,0,"ADAM7"
1127,1491,1656,1856,1992,"NUP133"
7145,9515,11014,13167,12572,"NUCKS1"
1825,2261,2866,3215,3221,"VPS35"
901,1178,1470,1601,1722,"DNAJA2"
346,508,592,927,1024,"BCL3"
57,97,80,118,130,"KCNAB2"
0,1,2,2,0,"ABCC9"
430,509,556,827,899,"GAL"
207,288,283,395,330,"CLEC2D"
122,127,139,168,176,"FUNDC1"
2,1,8,10,5,"MAOB"
65,110,79,103,93,"RORA"
28,32,21,30,25,"DRD4"
173,280,258,312,260,"TGFBR3"
1,1,0,0,0,"PLA2G10"
184,215,530,516,471,"HES2"
2328,3008,3749,4382,4673,"ATP1B3"
106,171,285,314,235,"NEDD4"
192,211,229,263,264,"PIGB"
754,981,1281,1643,1554,"MAPK6"
229,327,392,356,415,"GNB5"
227,310,401,537,549,"RAB27A"
523,617,713,766,919,"HDHD5"
642,865,1040,1109,1233,"UFD1"
1851,2520,3186,3571,3464,"LRP6"
2,3,3,3,0,"GUCY2C"
0,0,0,0,0,"SCT"
516,690,856,1054,1027,"PHRF1"
688,967,1190,1468,1409,"ELP1"
928,1135,1426,1789,1676,"NUCB2"
5658,6976,8588,8156,10185,"PFN2"
914,1201,1318,1565,1481,"PTPN3"
9,16,16,7,9,"SPTB"
1519,2001,2232,2802,2858,"DAPP1"
0,5,10,5,9,"FGF10"
911,1414,1688,1930,1742,"SLC44A1"
308,463,558,603,611,"TMEM260"
747,1008,1124,1225,1372,"SMG6"
703,928,1164,1325,1392,"EXOC5"
58,87,101,108,122,"CLTCL1"
0,2,1,1,0,"FGF22"
1192,1696,2271,2465,2744,"FSTL3"
1767,2182,2470,2738,2920,"DGCR2"
1324,1505,1799,2121,2358,"RNF126"
1302,1688,2189,2416,2462,"MNT"
427,569,728,790,873,"ZXDC"
257,328,381,430,470,"JMJD6"
354,395,545,574,644,"POLB"
0,0,2,0,0,"ST6GALNAC1"
618,727,864,980,1021,"WIPI1"
9,4,9,9,9,"FRMPD1"
643,889,1093,1219,1327,"GBA2"
2407,3219,4163,4450,4597,"NDST1"
19,46,59,64,74,"ASNS"
154,251,282,298,364,"AP3M2"
12,7,12,18,22,"CNGB1"
240,252,360,309,363,"ST6GALNAC2"
0,1,2,0,1,"CHAT"
26673,32746,38199,43516,47336,"PABPC1"
186,226,224,259,295,"TESK2"
617,773,991,1065,1166,"CFAP20"
1503,1893,2136,2547,2760,"CSNK2A2"
307,455,522,596,577,"PTPN21"
441,500,622,783,815,"EIF2B3"
2,3,7,13,9,"CAMK2A"
2381,2785,3857,4261,5162,"TCOF1"
3505,4740,5609,6608,6492,"CDC42"
600,752,1148,1228,1219,"OSBPL3"
4,3,8,1,8,"EPHA8"
0,3,0,0,0,"SLC12A3"
379,485,806,791,882,"RAD18"
400,657,976,1284,860,"ATP2B1"
63,71,93,46,81,"TRPM5"
3268,4000,4797,5049,5785,"NCK2"
3883,5465,7270,8514,8408,"MAP4K4"
181,211,341,382,305,"MGAT4A"
3982,5010,6131,6544,7207,"RPL31"
2544,3137,3938,4242,4759,"WDR1"
460,621,820,929,796,"SNX13"
0,0,0,0,0,"MS4A12"
304,343,408,516,502,"ARHGAP10"
510,542,1002,788,911,"RPS6KA2"
207,268,335,382,389,"ING3"
186,258,358,339,375,"VASH1"
250,321,403,471,460,"LMCD1"
1820,2251,2612,2989,3396,"BUD23"
770,1050,1398,1779,1526,"SEL1L"
1410,1610,2198,2460,2930,"TRIP13"
3802,4527,5097,5431,6460,"ATP6AP1"
7212,8525,10470,11396,12668,"TCF3"
350,525,534,828,795,"TRIB2"
5166,6377,7343,9075,9843,"DAZAP1"
1370,1607,1849,2027,2377,"MBD3"
0,0,0,0,0,"PRLH"
1283,1691,1934,2225,2112,"HLTF"
1650,2097,2483,2518,2882,"FAM50A"
1170,1314,1528,1512,1807,"FAM3A"
3481,4364,4732,4891,5574,"CPSF1"
247,353,434,441,417,"MYO3B"
1567,1959,2481,2572,2583,"CYBRD1"
8,11,6,5,12,"CDH19"
2264,2882,3126,3739,4017,"PDCD2"
390,522,595,658,812,"SLC6A15"
618,748,940,1005,1124,"RDH11"
1907,2293,2674,2755,3324,"PRKACA"
2876,3913,4637,4796,5810,"ADGRL1"
1,0,0,0,0,"SPP2"
7017,7139,9539,11517,12610,"ACTN1"
523,736,996,1196,1051,"ZFYVE26"
54,103,92,95,112,"RPS6KA6"
1282,1591,1788,1995,2323,"EPN2"
2283,2910,2934,3555,3699,"PTPN18"
337,332,409,445,454,"LIMS2"
20,20,18,24,20,"ASIC4"
4283,5002,5975,5635,6585,"SPEG"
110,95,124,118,138,"LNX1"
1052,1318,1639,1786,1938,"ALDH3A2"
2700,4470,5199,7024,7359,"TFRC"
2228,2809,3016,3375,3935,"SREBF1"
0,0,0,0,1,"TRPC5"
588,868,1074,1317,1214,"AFF4"
760,897,1094,1303,1519,"UBE2D1"
722,919,1091,1286,1114,"MPP5"
827,1109,1302,1551,1538,"RHOBTB1"
1481,2086,2762,3297,3055,"SMC1A"
780,979,1074,1239,1406,"HSD17B10"
2360,3012,3652,3768,4202,"MARK2"
983,1076,1463,1493,1695,"HMMR"
607,816,921,1091,1067,"CHFR"
0,0,0,1,1,"TRHDE"
279,380,530,582,624,"P4HA2"
0,3,7,2,4,"FCGR2B"
464,680,959,1059,976,"NFATC3"
135,192,274,315,344,"TRNT1"
6800,7878,10475,10815,11425,"ACADVL"
707,977,1557,1587,1711,"STK10"
832,1119,1380,1582,1582,"FBXW11"
2,10,9,4,7,"ACAP1"
6,5,6,2,12,"CRMP1"
94,133,217,216,183,"EVC"
420,568,708,776,846,"DERL2"
27,32,46,58,69,"SIDT1"
310,348,418,405,519,"NDE1"
7,6,11,14,20,"MRVI1"
248,348,346,422,456,"TMEM38A"
1119,1340,1696,1776,2006,"AP1M1"
847,1100,1612,1778,1971,"PVR"
456,551,667,711,790,"XRCC1"
1566,1996,2561,2791,3130,"SCARB1"
5,10,9,2,9,"CYP2W1"
1583,1877,2063,2353,2591,"MCM2"
7,10,28,17,24,"MOV10L1"
66,113,191,115,179,"PANX2"
316,387,436,493,549,"SELENOO"
10,5,14,13,15,"TP63"
901,1225,1433,1817,1700,"ALPK1"
1686,2012,2354,2489,2969,"LLGL2"
456,535,747,831,835,"PDE8A"
349,486,627,686,709,"CLCN4"
336,450,519,629,759,"NLE1"
154,181,244,212,229,"SDHA"
70,122,125,136,166,"SMARCE1"
0,1,0,0,0,"FNDC8"
492,762,932,878,987,"GSDMB"
1605,2302,2796,3158,2854,"KDM5A"
126,125,189,188,221,"ADAM11"
494,685,837,1089,961,"PPP2R3A"
470,551,733,800,896,"FERMT2"
0,0,1,0,2,"ABCB11"
0,0,0,0,0,"DHRS9"
0,0,0,0,0,"CD5L"
25,24,47,40,53,"PTGS2"
1481,1789,2629,3040,3257,"IGF2BP2"
1200,1511,1587,1877,1817,"MAP3K13"
1056,1371,2138,2190,2149,"ST6GAL1"
3,0,6,6,5,"TBX21"
0,6,2,3,4,"VDAC1P1"
34,39,53,24,49,"FRY"
2899,4424,6392,6829,6557,"PICALM"
223,297,348,396,374,"NSF"
5,4,13,18,13,"GLI2"
993,1504,2009,2267,2019,"CLASP1"
724,924,1112,1285,1326,"MRPS34"
19509,22501,26740,29539,32848,"NOTCH3"
1222,1480,1780,1992,2226,"CLNS1A"
2,3,2,9,12,"PPP2R2C"
1355,1690,2055,2405,2476,"TEAD2"
382,531,656,785,821,"EED"
10,14,21,12,20,"CDHR2"
1,1,1,0,1,"SNCB"
790,1105,1178,1292,1403,"TSG101"
788,1150,1289,1516,1564,"NCBP3"
31,37,34,50,39,"ATP2A3"
3,5,16,14,12,"CA12"
40,36,55,73,73,"MGLL"
280,326,465,458,415,"NTN4"
762,1021,1059,1280,1433,"BCS1L"
33,48,77,107,86,"NUAK1"
387,590,674,784,716,"DPP8"
76,103,125,111,126,"SLC24A1"
800,1281,1726,2167,1882,"ZNF532"
9,5,8,6,7,"SCARF1"
2633,3574,4448,5433,5063,"LMAN1"
1786,2255,2789,3182,3330,"HACD3"
137,257,288,246,240,"IPCEF1"
772,1100,1303,1674,1585,"ZZEF1"
0,0,1,0,0,"NOX3"
17107,19352,23247,29036,31080,"ENO1"
0,0,1,1,4,"SLC12A1"
991,1147,1350,1714,1811,"MYDGF"
2918,3416,3609,3854,4133,"ANO8"
164,211,287,307,318,"TUBE1"
2036,2362,2781,3016,3248,"ARHGEF10L"
2,3,7,13,8,"TXK"
0,0,0,0,0,"WSCD2"
3,5,6,6,9,"KCNQ2"
12,12,20,14,18,"TACR2"
393,563,601,704,725,"ACTR6"
119,184,186,223,284,"TIPIN"
770,906,1065,1316,1412,"SRI"
630,909,1339,1627,1315,"EIF4G3"
256,361,380,436,484,"NUP37"
89,113,152,153,133,"SEMA3A"
1035,1106,1478,1538,1702,"GTSE1"
178,254,330,348,338,"SEMA3C"
374,503,534,615,665,"TTC38"
876,1148,1476,1262,1585,"ACAT1"
1099,1383,1716,1753,2175,"GRAMD4"
1416,1834,2622,3099,2993,"CELSR1"
3,0,4,6,2,"WNT8B"
1222,1857,2136,2679,2412,"ZNF638"
350,510,586,564,538,"SLC25A40"
268,318,373,475,520,"TIMM21"
1399,1604,2128,2350,2390,"ADD2"
0,0,1,0,0,"FGF4"
1263,1613,2322,2499,2622,"RASAL2"
288,403,424,510,515,"VPS9D1"
644,967,1150,1491,1439,"ZNF37A"
1420,1929,2355,2526,2704,"MARK3"
2729,3129,3445,3932,4549,"SLC25A3"
1399,2257,3325,4158,3761,"FNDC3B"
2962,4565,5250,7002,7475,"FOSL2"
0,0,0,0,1,"CACNG5"
19,15,31,15,26,"CACNG4"
330,518,646,725,617,"FRYL"
762,1199,1668,1896,1697,"TMEM131"
4651,5663,6982,7287,8934,"FSCN1"
49198,57681,64422,78532,86907,"ACTB"
194,230,312,388,340,"MOCOS"
241,335,411,444,350,"PLD1"
0,0,1,0,1,"ATP12A"
996,1097,1468,1448,1933,"WDR62"
2976,4187,4892,5742,5485,"DLG1"
2578,3169,3842,4216,5097,"RAB7A"
14,21,18,28,31,"BCAP29"
113,187,220,255,268,"SEC31B"
906,1271,1466,1779,1878,"SART3"
21,43,50,49,50,"ARHGAP15"
0,1,0,0,1,"TUBA3D"
0,0,0,1,1,"PAX2"
237,308,327,373,443,"EXOSC7"
469,605,735,812,785,"KIFAP3"
436,529,599,695,797,"MKRN2"
1845,2416,2298,2986,2935,"MCM6"
976,1164,1516,1554,1697,"REXO2"
407,472,578,657,750,"RBM7"
649,888,980,1079,1030,"RBMS2"
1678,2725,3804,4026,3824,"BAZ2A"
1541,1805,2379,2482,2790,"PTPN23"
348,373,450,453,533,"MLH1"
957,1058,1192,1387,1450,"UNG"
94,127,103,123,111,"FMO4"
269,384,400,544,528,"KLHL20"
32,43,62,33,39,"RGS11"
343,433,478,512,556,"SLC46A1"
456,571,835,1209,951,"PLXNA2"
1077,1425,1953,1884,2051,"SPAG5"
1060,1452,1489,1657,1705,"ANKRD13A"
1248,1543,1773,2022,2296,"TPD52"
213,319,364,319,314,"ACACB"
2627,3304,3984,4895,5395,"TRAF4"
24,45,61,63,56,"PAG1"
451,597,657,820,834,"GPATCH1"
138,142,193,228,210,"ICAM3"
803,1046,1164,1400,1415,"NT5C2"
2014,2424,3950,3597,4205,"MCAM"
307,435,555,608,628,"GPC4"
168,209,171,240,241,"MBNL3"
2180,2568,2759,2966,3193,"CAMSAP3"
344,457,508,558,561,"RAP1GAP"
1317,1728,1817,2089,2438,"XAB2"
1923,2474,2695,2974,3326,"ARHGEF1"
1110,1298,1470,1451,1688,"STXBP2"
1477,1700,2195,2529,2672,"MAP2K7"
0,0,3,2,0,"NMRK2"
737,919,1401,1415,1471,"DGKD"
7,7,19,16,11,"CTTNBP2"
0,0,2,3,0,"ACTL6B"
125,207,136,200,150,"RARB"
2114,2954,3626,4410,3992,"TOP2B"
1701,2393,2837,3298,3093,"TM9SF3"
1097,1491,1837,2183,2369,"NFKB2"
668,936,1117,1223,1449,"UBE2T"
347,495,577,741,637,"PPP1R12B"
2654,3419,4049,4873,4388,"DNAJC10"
1233,1658,2207,2413,2540,"GTF3C1"
350,470,675,776,810,"IL4R"
855,1322,1409,1750,1656,"USP33"
29,34,42,57,49,"PAK3"
135,163,205,227,185,"CAPN6"
1,3,2,2,0,"DCX"
1150,1250,1479,1799,2034,"SNRPA"
0,0,0,2,0,"SPAG6"
272,354,396,455,481,"EXOSC5"
1618,2266,2748,3216,3204,"DYNC1I2"
51,83,92,98,89,"APBB1IP"
479,579,572,688,707,"LRCH4"
251,415,423,612,582,"FAM76B"
542,608,835,846,1074,"SIRT6"
0,0,0,0,0,"TYR"
437,609,661,814,788,"POLD3"
32,25,25,28,37,"ACTN2"
2118,2544,3106,3571,3969,"CAPZB"
273,421,456,502,564,"GPR137B"
0,0,1,0,0,"NAALAD2"
342,513,590,636,659,"JADE1"
298,400,518,601,613,"SLC25A43"
742,1010,1159,1334,1387,"UBE2A"
374,516,840,798,874,"FGFR1"
1,0,0,0,0,"FKBP6"
21,34,34,26,38,"SMC1B"
1266,1470,2840,1992,2901,"FBLN1"
1,0,0,0,0,"ITGA8"
3,2,4,1,5,"CST7"
645,902,1106,1141,1179,"MAP2"
229,314,433,443,432,"PIAS2"
1,1,3,3,4,"AMPH"
667,860,1014,1155,1204,"ARAF"
2141,2648,2950,3088,3212,"MCCC1"
869,1512,2233,3079,2995,"LAMP3"
