"HBCx14_Cisplatin1","HBCx14_Cisplatin2","HBCx14_Cisplatin3","HBCx14_Cisplatin4","HBCx14_Cisplatin5","Symbol"
248,188,207,326,296,"FNIP2"
206,183,235,264,220,"MSMO1"
1758,1387,1882,2108,1606,"TTC17"
25,12,24,19,16,"ALX4"
1,0,1,0,0,"FSTL4"
710,467,571,804,680,"FOXN3"
0,0,0,1,0,"METTL24"
652,598,720,826,672,"AKR7A2"
1154,1158,1211,1615,1433,"MRTO4"
5,9,4,0,2,"NNAT"
561,606,713,796,650,"USE1"
21,19,15,33,20,"MCF2L2"
0,0,1,1,1,"NRIP2"
210,128,198,227,189,"LAMA3"
675,526,789,1093,681,"AP5M1"
344,263,391,428,350,"ANAPC4"
61,56,74,62,27,"KCNQ1"
1570,1333,1701,2129,1626,"TRAPPC3"
4430,3555,4319,5320,4593,"THRAP3"
1746,1843,2182,2338,1770,"PHPT1"
782,805,937,1180,806,"ENTPD2"
385,356,470,561,377,"LY75"
902,603,882,1065,972,"ARID4B"
170,144,174,243,171,"OPN3"
495,383,531,716,498,"SDCCAG8"
3,0,4,1,10,"PTPRN"
100,94,103,126,77,"HHAT"
1895,1353,1795,2149,1924,"KIF1B"
2586,1793,2790,2866,2080,"FOXC1"
482,455,581,645,486,"TBC1D22A"
3045,2199,3024,4635,3052,"SYNE2"
657,499,680,1008,667,"PLEKHH1"
3634,2313,2892,4119,3055,"ATP9A"
1,0,1,0,0,"SPO11"
0,0,0,1,0,"CBLN4"
1,1,2,4,1,"CHRDL2"
1736,1363,1675,2304,1647,"FAM168A"
409,384,455,482,435,"RELT"
321,257,381,413,299,"GALC"
2030,1581,2146,2467,2289,"NOP58"
3029,3048,3511,4024,3568,"SZRD1"
78,87,106,89,98,"KCNH2"
2469,1885,2449,3239,2369,"CUL1"
219,155,202,291,212,"FAM114A2"
642,583,675,779,788,"CYFIP2"
3045,2323,3164,3624,3085,"TAB2"
1094,1136,1232,1431,1054,"GINM1"
8803,4643,8331,7923,6539,"EIF2AK2"
1609,1487,1470,1947,1641,"USP36"
1581,1084,1369,1832,1329,"KMT2C"
537,374,510,608,475,"MCOLN3"
2,5,1,0,4,"CCDC85A"
3946,2726,3821,4580,3925,"PUM2"
255,258,281,325,250,"MRPL43"
7,10,5,3,4,"ITIH4"
1,0,0,0,0,"ITIH1"
179,156,194,195,183,"HPF1"
2766,1830,2466,3664,2955,"ZFR"
209,144,208,253,196,"ZNF280C"
0,0,0,0,1,"NPFFR2"
2,2,2,3,1,"PHF21B"
932,604,965,953,848,"TRAF1"
1796,1613,1924,2180,2000,"RC3H2"
655,501,573,768,677,"IL17RB"
1028,827,1055,1280,1038,"TRAF3IP2"
114,131,133,155,78,"GYG2"
790,595,824,1249,937,"DCBLD2"
1,2,0,2,1,"SERPINB3"
2293,1865,2503,3211,2532,"SOAT1"
832,573,901,1255,909,"PKP2"
22,15,13,48,17,"MSH4"
14,12,5,30,14,"F7"
8321,6932,9732,11748,9521,"GDI2"
116,82,108,67,107,"PRDM1"
1142,936,1237,1503,1261,"ATG5"
104,61,68,111,78,"TMCC3"
689,654,817,910,852,"PITHD1"
1038,880,1216,1411,1093,"MTA3"
1399,1110,1454,1809,1407,"USP13"
1296,1082,1364,1778,1468,"ATP11B"
3900,2723,3906,4709,3867,"LAMC2"
384,227,374,584,451,"CDK14"
6896,5522,6676,8565,6809,"SEC61A1"
919,674,982,1120,1042,"PPP1R12A"
246,171,300,398,269,"RASGRF1"
34,41,48,37,28,"CAMK2B"
553,508,653,661,591,"CROCC"
1323,1042,1213,1659,1346,"POLR3E"
3425,2012,2850,4253,3453,"ATP2B4"
8,0,3,9,7,"ZC3H11A"
348,257,413,439,346,"RIOK2"
577,490,684,792,550,"YIPF1"
2029,1554,1954,2572,2188,"NDC1"
19,18,12,9,17,"DGKG"
443,388,442,531,437,"FLYWCH1"
521,625,763,858,692,"UNKL"
23,36,32,47,39,"TBXAS1"
1452,915,1469,1273,1032,"PARP12"
1195,996,1367,1579,1375,"ALDH18A1"
1691,1154,1894,2118,1659,"TARBP1"
205,150,199,248,172,"GATB"
960,681,883,942,795,"MXD1"
400,333,441,467,381,"CDK17"
319,250,360,401,280,"DNAJC25"
9,12,19,25,9,"SLC2A3"
15,16,18,13,24,"PSD"
500,497,530,713,524,"CTDP1"
10915,9382,12160,14896,12167,"YBX3"
738,624,956,836,680,"STYK1"
8235,5375,7608,10595,9079,"WNK1"
0,0,0,0,0,"RPS17P5"
2551,1772,2447,3244,2927,"CCAR1"
2911,2389,3251,3084,2453,"OGFR"
1280,1326,1510,1668,1371,"GNA15"
3,0,0,1,0,"CREB3L3"
223,202,243,253,227,"PIGV"
2018,1838,2406,2931,1510,"PTPRU"
1189,961,1304,1455,1276,"SNRNP40"
4,3,5,4,2,"RIMBP2"
46,63,57,97,124,"COL11A1"
1802,1362,1916,2425,1961,"QSER1"
866,716,1039,1282,844,"MPC1"
852,914,974,1134,929,"ACAA1"
527,279,460,773,597,"BCAT1"
2259,2336,2889,2835,2279,"HDAC7"
238,137,174,318,197,"LZTS1"
5,11,9,11,6,"PRDM6"
0,1,0,0,0,"WNT8A"
43,38,48,55,36,"SPAG4"
4912,3753,4983,6433,5231,"NCKAP1"
894,766,1064,1222,1039,"MRPS35"
175,140,185,295,239,"GUCY1B1"
1197,849,1196,1478,1236,"SFSWAP"
6992,7229,7961,9084,7120,"TNK2"
685,500,708,874,640,"MON2"
13149,10417,13177,15219,12401,"CDH3"
1,0,0,1,1,"ARSF"
1250,1104,1332,1390,1301,"GPBP1"
1408,1207,1010,1502,1293,"DGAT2"
137,61,123,144,108,"ZNF112"
4168,3826,4570,5358,4646,"CS"
198,210,252,355,231,"LTK"
20,13,34,26,21,"MRPS24"
748,493,704,816,657,"ELMO2"
1775,1364,1804,2143,1899,"WAPL"
2320,1833,2456,2810,2189,"VMP1"
848,594,1018,1233,903,"APPBP2"
1254,1153,1327,1616,1389,"POLD1"
0,1,3,2,2,"SEZ6"
4724,3869,4702,6696,5131,"EIF4B"
433,412,502,560,475,"SLC6A16"
834,845,980,1018,890,"BICRA"
350,292,370,410,357,"SPHK2"
4054,4344,4944,5841,4612,"RPL18"
163,125,183,187,141,"CA11"
460,514,581,614,562,"ISOC2"
5653,5255,5981,7243,6479,"U2AF2"
2371,2179,2690,3325,2640,"EPN1"
838,752,940,1058,867,"MED29"
13,8,17,11,8,"AHRR"
1,0,1,0,0,"GSC2"
860,608,827,1069,868,"ZNF275"
2903,2301,3109,3662,2878,"MTMR1"
1585,1661,1691,2316,1584,"GPC1"
140,144,186,255,185,"ADCK1"
354,294,369,461,344,"HAGH"
838,765,918,995,922,"RNF4"
675,466,675,834,650,"CASP8"
396,287,416,593,368,"LIMCH1"
860,700,1024,1252,1024,"INTS13"
1789,1340,2072,2577,2084,"TM7SF3"
125,121,130,172,134,"DLX3"
119,103,142,170,127,"SPA17"
0,0,0,3,1,"TSPAN32"
3,2,2,2,2,"CCN5"
0,0,0,0,0,"DMRT3"
533,395,533,648,531,"ST3GAL6"
424,314,393,529,415,"ATP2C2"
8,2,4,6,14,"NGFR"
159,108,145,224,178,"CDON"
1262,862,1290,1757,1535,"TAF2"
2195,1320,1666,2241,2167,"HIPK2"
2449,1806,2268,3083,2450,"TNPO3"
5,6,6,2,4,"BORCS8-MEF2B"
1240,1214,1469,1463,1266,"RFXANK"
1014,1025,1060,1300,1132,"TMEM161A"
1284,1263,1420,1774,1374,"LPAR2"
2985,2760,3209,3452,2725,"CTSA"
4519,3503,4202,5397,4607,"SUGP2"
946,662,1059,1324,917,"SLC12A2"
111,123,138,160,123,"SNX24"
596,587,574,839,627,"EYA2"
3434,3140,3885,5037,4326,"CNN2"
1015,987,1207,1389,929,"ABCA7"
16,10,30,19,13,"SNCAIP"
625,533,848,944,822,"DDX20"
1490,1243,1618,1949,1601,"BTBD1"
609,426,652,850,652,"FAR2"
4,15,15,17,6,"BCAS1"
0,0,0,0,0,"POU1F1"
5742,3118,5226,4836,3360,"CHI3L2"
4621,4212,5070,5792,4631,"SBNO2"
617,508,707,925,688,"PMS1"
3688,3631,4287,5350,4163,"HMG20B"
39,20,37,28,21,"CALCRL"
795,688,924,934,846,"TAF11"
1443,1203,1458,1930,1583,"ANKS1A"
6527,5774,7352,8558,7061,"AP3D1"
896,760,1093,1068,815,"ZNF76"
1083,1063,962,1325,1077,"SLC9A3R2"
288,316,376,402,357,"NTHL1"
538,316,481,510,464,"UHRF1BP1"
1991,1782,2518,2964,2457,"GNAI3"
2372,1793,2362,3026,2625,"IPO5"
3246,2747,3450,4540,3527,"OAT"
2083,1440,1916,2723,2230,"WDR3"
1561,1079,1606,2240,1758,"PKN2"
1279,1243,1493,1618,1288,"WDR18"
950,631,804,1054,900,"TRAM2"
3771,2982,3780,4873,3560,"NTN1"
183,143,247,388,245,"GLP2R"
846,566,790,1000,1077,"MCM10"
673,648,777,1034,644,"DGKA"
4805,3975,4892,6022,4231,"ERBB3"
319,319,354,385,293,"ROPN1"
78,62,85,117,74,"ANKRD44"
2984,2601,3354,3998,3249,"KARS1"
322,244,290,358,332,"ADAT1"
656,572,677,827,687,"PDIA5"
607,536,723,809,646,"TBC1D22B"
1126,1027,1344,1506,1210,"NDUFB4"
3036,2085,2600,3182,2862,"SPEN"
233,225,202,293,279,"MYLK"
2365,1755,2435,2987,2398,"ZC3H15"
588,548,654,722,594,"MAP2K4"
283,221,243,277,244,"PACC1"
4,2,2,2,3,"SNAP91"
511,354,478,631,504,"SLK"
329,289,428,499,401,"CYB5R4"
1,5,5,10,2,"COL17A1"
349,246,348,373,335,"GSTO2"
229,190,273,279,217,"SEC61A2"
1,0,1,0,1,"PRKCQ"
1956,1652,2451,3245,1984,"TLE2"
862,707,888,1197,943,"ASB1"
1197,952,1291,1622,1411,"FAM107B"
468,364,417,627,536,"ME1"
2406,2162,2812,3378,2709,"TBC1D1"
1222,935,1163,1524,1363,"CDK13"
2010,1451,1927,2496,2296,"MTHFD2"
843,631,873,1082,949,"SLC9A7"
1635,1455,1784,2204,1770,"FOXJ2"
22902,21872,23942,30740,28694,"YBX1"
1025,897,1174,1429,989,"PDE4A"
1381,1054,998,1154,911,"PPP2R5A"
0,0,0,0,0,"CTNNA2"
2926,2428,3087,3828,3140,"ELAVL1"
2,5,5,0,3,"TIE1"
1112,782,1056,1378,1259,"DIP2B"
1696,1517,1788,2050,1785,"SMARCD1"
851,629,847,1062,845,"KDM4A"
1307,1147,1370,1574,1334,"NFYC"
9,7,18,16,11,"ZMYND12"
2,12,3,11,11,"SLC9A3"
272,300,340,492,246,"NGEF"
2271,1634,2302,3469,2823,"ASPM"
0,0,1,0,0,"CD84"
1773,1925,1968,2395,1895,"ELOVL1"
429,522,623,476,605,"SPI1"
102,93,141,146,117,"ZNRD1"
9,14,16,24,14,"MPPED2"
0,0,0,0,0,"CLDN18"
796,536,713,1079,853,"ZBTB11"
444,294,518,542,396,"ATXN3"
1387,1102,1485,1841,1607,"GOLGA5"
2107,1655,2591,3209,1923,"FGFR2"
591,432,605,929,692,"LRRC40"
435,405,476,635,448,"ISOC1"
306,262,380,461,301,"EML1"
915,813,1176,952,862,"TRMT11"
657,525,700,917,682,"THUMPD1"
629,556,693,801,725,"MSANTD3"
11,11,16,23,24,"KIF26A"
566,399,534,694,578,"ATG2B"
1078,819,1069,1286,1102,"ARFGEF1"
0,1,1,0,1,"ACSM2B"
331,242,331,474,354,"ZFAT"
563,470,638,732,687,"MTFR1"
24,24,36,33,19,"STAG3"
440,435,511,534,461,"FECH"
464,379,420,593,484,"MYO9A"
19,14,31,21,29,"DDX3Y"
2281,2064,2662,2940,2584,"PFKP"
169,164,187,246,197,"IDI1"
3424,1854,3237,3021,2469,"SP100"
4867,4106,6219,6038,4636,"KLF6"
112,120,122,133,118,"PLPP1"
174,298,159,180,349,"NEO1"
2631,1941,2751,3793,2499,"TRAM1"
982,579,810,1107,904,"PHKA1"
3786,3569,4405,4910,3583,"TNFRSF1A"
356,345,454,478,362,"CACNB1"
134,102,212,246,222,"EVI5"
430,380,474,489,392,"STOML1"
15441,13672,16386,20590,17794,"PKM"
220,153,213,277,224,"DHX29"
1321,1036,1527,2043,1607,"DNTTIP2"
372,284,291,363,332,"METTL22"
1818,1093,1647,2207,1726,"TP53BP1"
31,26,24,20,35,"TRO"
424,367,463,593,457,"RRP15"
7181,7052,8045,9066,8332,"RHOA"
1501,1019,1358,1763,1467,"DHX8"
52,38,49,57,30,"PMS2P4"
1020,885,1081,1451,1126,"PRKCZ"
1,1,4,1,2,"ZFY"
2313,1995,2556,2962,2409,"IARS2"
1,1,2,0,1,"SYT1"
30,14,31,39,23,"NAV3"
1938,1882,2156,2490,1919,"IDH3G"
185,151,172,228,163,"ROGDI"
62,43,61,58,44,"PDZD4"
9,7,5,5,6,"ATP2B3"
1034,675,935,1263,1061,"ROCK1"
2000,1748,2311,2854,2318,"CBFB"
1510,1124,1619,2127,1590,"PDK3"
445,428,512,581,451,"HYAL2"
621,394,559,870,717,"HDAC4"
1134,1034,1188,1379,1167,"RASSF1"
475,505,552,618,479,"FGFR3"
1307,664,1213,887,753,"IFI35"
455,283,431,514,400,"HEATR6"
675,653,754,946,742,"COASY"
1077,1214,1382,1383,1098,"PLEKHH3"
789,745,853,867,878,"MEF2A"
1105,1020,1243,1341,1144,"OTUD5"
1185,1111,1373,1426,1206,"TFE3"
238,223,300,314,227,"TBC1D25"
527,320,504,749,606,"ACSL4"
395,325,442,510,418,"INPP5A"
405,357,415,492,403,"GPKOW"
1063,907,1185,1342,1084,"GRIPAP1"
636,661,740,851,725,"FTSJ1"
1926,1577,1885,2912,2677,"PRR11"
54,74,63,85,52,"REEP1"
2941,1849,2475,3541,3207,"ATP11A"
3131,2187,2642,3740,3338,"POLR1A"
11155,10413,12188,14026,11560,"LAPTM4A"
1018,988,1118,1424,1054,"TTC7A"
1596,1407,1664,2096,1683,"IP6K2"
0,0,0,1,0,"STON1-GTF2A1L"
350,240,383,430,343,"SRBD1"
601,481,631,755,602,"KIF2A"
6,0,6,6,8,"RASGRP2"
3497,2806,3804,4448,3684,"PSME4"
688,499,752,1018,642,"IFT80"
754,656,836,991,814,"SIRT2"
1192,985,1248,1499,1177,"ERLEC1"
342,349,379,442,369,"PPP2R5B"
8,18,56,20,9,"PYGM"
0,0,0,0,0,"PAGE1"
786,622,827,1015,777,"PITX1"
0,1,0,0,0,"TRPC7"
176,123,155,188,210,"MAST4"
0,0,1,0,0,"ADGRF5"
112,109,132,153,138,"SDK2"
0,0,1,0,0,"ADAM7"
1678,1208,1671,2008,1729,"NUP133"
10350,7620,10522,13883,11046,"NUCKS1"
2554,2080,2791,3312,2890,"VPS35"
1215,1108,1312,1533,1364,"DNAJA2"
835,717,1028,723,599,"BCL3"
114,81,111,92,97,"KCNAB2"
1,0,0,0,0,"ABCC9"
644,648,614,618,740,"GAL"
305,183,293,407,306,"CLEC2D"
133,115,126,161,142,"FUNDC1"
7,5,4,4,3,"MAOB"
96,74,113,89,107,"RORA"
32,26,28,32,21,"DRD4"
169,135,172,275,238,"TGFBR3"
0,2,1,2,0,"PLA2G10"
463,338,379,682,558,"HES2"
3711,3177,4363,4446,3693,"ATP1B3"
214,154,176,238,255,"NEDD4"
181,196,241,264,201,"PIGB"
1107,863,1066,1471,1332,"MAPK6"
373,306,375,469,318,"GNB5"
414,336,436,572,419,"RAB27A"
674,688,703,861,664,"HDHD5"
911,798,884,1195,1086,"UFD1"
2746,2028,2739,3432,2851,"LRP6"
2,2,6,1,0,"GUCY2C"
0,0,0,0,0,"SCT"
820,726,931,1034,887,"PHRF1"
1171,803,1177,1596,1354,"ELP1"
1356,909,1344,1927,1325,"NUCB2"
6736,5808,6863,9203,7645,"PFN2"
1318,915,1378,1831,1355,"PTPN3"
7,8,4,8,5,"SPTB"
2400,2098,3239,2599,2534,"DAPP1"
6,4,0,1,5,"FGF10"
1782,1321,1787,2217,1804,"SLC44A1"
477,375,569,759,453,"TMEM260"
1016,956,1118,1309,1026,"SMG6"
1003,683,1051,1617,1087,"EXOC5"
88,86,108,151,140,"CLTCL1"
3,2,2,2,2,"FGF22"
2106,1999,2251,2612,2391,"FSTL3"
2492,2377,2893,3178,2433,"DGCR2"
1515,1687,1870,1992,1829,"RNF126"
1917,1589,1901,2668,1928,"MNT"
622,537,656,721,684,"ZXDC"
397,441,414,441,399,"JMJD6"
478,377,468,613,449,"POLB"
0,0,1,2,2,"ST6GALNAC1"
873,717,1009,1223,879,"WIPI1"
12,8,11,12,15,"FRMPD1"
1037,920,1126,1226,1026,"GBA2"
3777,3459,4053,4770,3789,"NDST1"
63,34,50,79,45,"ASNS"
279,216,263,358,244,"AP3M2"
20,8,15,24,10,"CNGB1"
254,311,317,443,280,"ST6GALNAC2"
0,0,0,0,0,"CHAT"
32879,32194,35912,46055,38467,"PABPC1"
243,203,271,330,287,"TESK2"
841,759,886,1052,920,"CFAP20"
2065,1690,2079,2592,2172,"CSNK2A2"
441,382,537,659,501,"PTPN21"
522,411,567,643,601,"EIF2B3"
12,11,19,7,4,"CAMK2A"
3193,2413,3050,4001,3667,"TCOF1"
4888,4723,5509,5966,5685,"CDC42"
976,710,811,1315,1041,"OSBPL3"
3,1,1,2,4,"EPHA8"
0,2,4,1,0,"SLC12A3"
551,441,528,726,612,"RAD18"
645,585,846,840,944,"ATP2B1"
47,66,62,59,48,"TRPM5"
4441,4200,5045,5694,4430,"NCK2"
6453,4613,6054,7962,7405,"MAP4K4"
259,210,331,460,300,"MGAT4A"
4452,4858,4981,6252,5338,"RPL31"
3401,2903,3704,4482,3976,"WDR1"
697,472,658,863,733,"SNX13"
0,0,0,0,0,"MS4A12"
373,312,430,483,479,"ARHGAP10"
721,463,671,1070,846,"RPS6KA2"
297,299,317,387,320,"ING3"
314,295,349,567,383,"VASH1"
271,327,345,404,396,"LMCD1"
2380,2346,2510,2966,2450,"BUD23"
1489,759,1215,1986,1188,"SEL1L"
1719,1499,1734,2322,2065,"TRIP13"
5165,4914,5926,6297,4799,"ATP6AP1"
8938,8335,10001,12072,10316,"TCF3"
821,523,739,583,576,"TRIB2"
7031,6033,7295,8596,7687,"DAZAP1"
1631,1668,1949,2231,1801,"MBD3"
0,0,0,0,0,"PRLH"
1777,1209,1718,2377,1803,"HLTF"
2176,2215,2342,2929,2284,"FAM50A"
1255,1388,1573,1846,1369,"FAM3A"
3977,3981,4762,5457,4056,"CPSF1"
321,235,371,493,338,"MYO3B"
2211,1652,2295,3664,2124,"CYBRD1"
7,9,16,13,5,"CDH19"
3077,2414,3151,3848,3085,"PDCD2"
723,584,681,719,762,"SLC6A15"
797,706,916,1161,815,"RDH11"
2403,1969,2432,3063,2318,"PRKACA"
4526,4113,4804,5150,4546,"ADGRL1"
0,0,0,0,0,"SPP2"
9123,7710,9301,14178,10614,"ACTN1"
1180,656,933,1208,995,"ZFYVE26"
104,73,102,131,95,"RPS6KA6"
1702,1492,1851,2284,1770,"EPN2"
2911,2758,3544,3988,2773,"PTPN18"
377,355,474,566,417,"LIMS2"
17,19,22,29,23,"ASIC4"
4451,4600,4774,6585,4812,"SPEG"
91,73,141,116,93,"LNX1"
1567,1126,1560,2088,1589,"ALDH3A2"
6474,4475,6013,6597,5239,"TFRC"
3141,3192,3456,3545,2560,"SREBF1"
0,0,0,0,0,"TRPC5"
974,839,929,1212,903,"AFF4"
1108,797,1033,1569,1147,"UBE2D1"
971,686,995,1363,985,"MPP5"
1177,861,1204,1678,1324,"RHOBTB1"
2571,1843,2425,3045,2655,"SMC1A"
979,875,1115,1189,1102,"HSD17B10"
3158,2963,3388,4073,3345,"MARK2"
1174,778,1024,1584,1363,"HMMR"
943,859,1009,1176,913,"CHFR"
0,0,0,2,0,"TRHDE"
511,416,497,683,502,"P4HA2"
1,4,2,4,0,"FCGR2B"
821,543,751,1047,890,"NFATC3"
216,173,213,298,230,"TRNT1"
8580,8017,9293,12307,9301,"ACADVL"
1305,1001,1278,1644,1351,"STK10"
1259,1030,1373,1558,1264,"FBXW11"
3,5,13,5,7,"ACAP1"
13,9,15,7,5,"CRMP1"
224,117,178,192,188,"EVC"
631,502,616,850,622,"DERL2"
108,47,97,49,52,"SIDT1"
356,285,393,554,473,"NDE1"
7,8,13,17,17,"MRVI1"
333,320,366,452,330,"TMEM38A"
1625,1565,1792,2096,1676,"AP1M1"
1411,1239,1411,1780,1493,"PVR"
500,476,638,704,579,"XRCC1"
2531,2155,2430,2771,2393,"SCARB1"
7,4,12,4,8,"CYP2W1"
1994,1945,2388,2458,2204,"MCM2"
28,12,21,16,18,"MOV10L1"
186,161,136,146,161,"PANX2"
449,446,517,500,426,"SELENOO"
12,5,7,10,6,"TP63"
1597,1082,1628,1839,1308,"ALPK1"
2338,2599,2590,3153,2144,"LLGL2"
656,461,712,967,755,"PDE8A"
576,467,487,739,527,"CLCN4"
437,459,512,587,504,"NLE1"
196,197,191,265,224,"SDHA"
108,82,135,157,109,"SMARCE1"
0,1,0,0,0,"FNDC8"
812,581,789,1076,711,"GSDMB"
2610,1856,2588,3199,2597,"KDM5A"
157,157,154,163,154,"ADAM11"
786,533,728,1031,709,"PPP2R3A"
694,508,745,1022,814,"FERMT2"
0,0,1,1,0,"ABCB11"
0,0,1,0,1,"DHRS9"
1,0,0,0,0,"CD5L"
45,36,57,38,59,"PTGS2"
2367,1634,2308,3159,2606,"IGF2BP2"
1528,1348,1888,1966,1493,"MAP3K13"
1969,1344,1930,3041,1959,"ST6GAL1"
4,1,4,1,2,"TBX21"
4,4,3,6,1,"VDAC1P1"
30,38,30,44,36,"FRY"
4685,3994,4957,5201,5593,"PICALM"
359,230,348,442,347,"NSF"
16,7,5,7,10,"GLI2"
1927,1217,1599,2278,1948,"CLASP1"
942,983,957,1188,1034,"MRPS34"
27233,24638,30534,36479,27653,"NOTCH3"
1534,1314,1706,1960,1560,"CLNS1A"
8,5,3,18,8,"PPP2R2C"
1992,1557,2165,2399,2036,"TEAD2"
653,545,679,770,642,"EED"
12,10,14,19,16,"CDHR2"
0,0,0,0,1,"SNCB"
1028,947,1210,1343,1059,"TSG101"
1308,951,1186,1573,1236,"NCBP3"
27,34,39,29,36,"ATP2A3"
9,8,9,13,19,"CA12"
52,41,57,75,67,"MGLL"
378,269,355,679,381,"NTN4"
940,854,1075,1327,1015,"BCS1L"
70,46,82,89,94,"NUAK1"
578,466,619,687,583,"DPP8"
138,102,137,128,132,"SLC24A1"
1759,933,1436,2067,1627,"ZNF532"
6,5,3,15,3,"SCARF1"
4278,3097,4210,5729,4443,"LMAN1"
2649,2202,2774,3453,2692,"HACD3"
225,131,193,254,199,"IPCEF1"
1467,1069,1303,1664,1255,"ZZEF1"
0,0,0,0,0,"NOX3"
22412,20071,24957,30117,24934,"ENO1"
3,2,3,0,1,"SLC12A1"
1505,1317,1463,1839,1489,"MYDGF"
3233,3389,3961,4157,3284,"ANO8"
261,198,227,302,257,"TUBE1"
2752,2248,2806,3586,2435,"ARHGEF10L"
0,5,3,8,6,"TXK"
0,0,0,0,0,"WSCD2"
6,10,6,8,8,"KCNQ2"
13,15,11,14,15,"TACR2"
490,466,587,738,591,"ACTR6"
224,119,234,228,215,"TIPIN"
1113,923,1187,1548,1049,"SRI"
1121,772,1071,1341,1242,"EIF4G3"
368,319,389,502,383,"NUP37"
116,80,152,213,128,"SEMA3A"
1168,945,1169,1685,1518,"GTSE1"
294,176,233,313,237,"SEMA3C"
625,513,567,719,495,"TTC38"
1094,966,1031,1342,1110,"ACAT1"
1691,1399,1618,1958,1618,"GRAMD4"
2760,1953,2587,3227,2632,"CELSR1"
2,0,3,2,6,"WNT8B"
1848,1243,1815,2565,2007,"ZNF638"
519,442,654,770,462,"SLC25A40"
360,272,352,452,389,"TIMM21"
1900,1589,2025,2583,2272,"ADD2"
0,0,1,0,0,"FGF4"
1799,1345,1650,2665,2037,"RASAL2"
496,512,594,660,448,"VPS9D1"
1060,774,1049,1425,1112,"ZNF37A"
2059,1736,2255,2541,2239,"MARK3"
3208,3202,3836,4032,3790,"SLC25A3"
3075,2092,3160,3705,3214,"FNDC3B"
6104,5213,7573,7153,6185,"FOSL2"
0,0,1,0,0,"CACNG5"
18,12,16,43,21,"CACNG4"
556,359,619,738,611,"FRYL"
1455,935,1222,1871,1547,"TMEM131"
6036,5655,6452,8040,7014,"FSCN1"
60045,58009,72931,84534,73521,"ACTB"
355,236,324,390,269,"MOCOS"
346,264,351,502,348,"PLD1"
1,0,0,0,0,"ATP12A"
1128,1153,1212,1558,1476,"WDR62"
4282,3228,4653,5682,4228,"DLG1"
3491,3098,3709,4525,3968,"RAB7A"
23,9,18,23,27,"BCAP29"
255,170,267,254,193,"SEC31B"
1490,1083,1427,1792,1465,"SART3"
40,28,46,33,39,"ARHGAP15"
1,0,0,0,2,"TUBA3D"
1,2,0,1,0,"PAX2"
323,281,367,381,291,"EXOSC7"
725,543,782,1089,751,"KIFAP3"
580,449,619,729,633,"MKRN2"
2443,2166,3104,3262,2452,"MCM6"
1233,1108,1242,1615,1391,"REXO2"
565,482,590,762,579,"RBM7"
933,699,918,1336,1038,"RBMS2"
3929,2696,3226,4120,3745,"BAZ2A"
2213,1932,2277,2872,2156,"PTPN23"
380,322,480,504,415,"MLH1"
1166,1111,1365,1441,1279,"UNG"
119,89,113,156,93,"FMO4"
436,295,387,532,464,"KLHL20"
35,24,34,80,21,"RGS11"
453,419,475,624,478,"SLC46A1"
885,491,968,1286,880,"PLXNA2"
1358,1013,1303,1896,1729,"SPAG5"
1547,1229,1663,1964,1422,"ANKRD13A"
1614,1445,1811,2248,1940,"TPD52"
333,190,340,393,311,"ACACB"
3841,3621,4521,4861,3791,"TRAF4"
48,33,30,52,71,"PAG1"
644,515,611,771,620,"GPATCH1"
139,152,177,228,145,"ICAM3"
1265,940,1249,1655,1166,"NT5C2"
2834,3162,3302,3795,3487,"MCAM"
547,473,548,593,580,"GPC4"
191,156,205,304,186,"MBNL3"
2567,2441,2833,3509,2738,"CAMSAP3"
478,366,493,604,414,"RAP1GAP"
1757,1750,1972,2195,1803,"XAB2"
2397,2441,2847,3124,2423,"ARHGEF1"
1239,1384,1564,1712,1305,"STXBP2"
2110,1833,2176,2597,1979,"MAP2K7"
0,0,0,0,0,"NMRK2"
1180,992,1165,1510,1168,"DGKD"
17,7,20,22,16,"CTTNBP2"
1,0,0,0,0,"ACTL6B"
201,147,238,241,148,"RARB"
3097,2254,3199,4277,3524,"TOP2B"
2555,2196,2660,3096,2749,"TM9SF3"
1849,1653,2227,2104,1857,"NFKB2"
880,773,902,1140,988,"UBE2T"
607,408,533,701,571,"PPP1R12B"
3822,2700,4017,5228,3832,"DNAJC10"
1937,1505,1867,2576,2203,"GTF3C1"
654,596,784,871,667,"IL4R"
1428,919,1455,1864,1328,"USP33"
43,25,45,49,51,"PAK3"
171,135,317,280,243,"CAPN6"
2,3,1,3,1,"DCX"
1500,1314,1633,1866,1490,"SNRPA"
0,0,1,0,0,"SPAG6"
292,326,412,486,414,"EXOSC5"
2356,1906,2424,3345,2692,"DYNC1I2"
69,75,78,94,61,"APBB1IP"
589,526,594,775,488,"LRCH4"
413,380,498,535,469,"FAM76B"
709,673,791,943,818,"SIRT6"
0,1,0,0,0,"TYR"
634,546,729,863,638,"POLD3"
42,25,101,14,19,"ACTN2"
2690,2614,3205,3690,3221,"CAPZB"
401,393,448,540,509,"GPR137B"
0,0,0,0,1,"NAALAD2"
631,442,567,677,558,"JADE1"
516,400,576,707,500,"SLC25A43"
1009,884,1129,1447,1088,"UBE2A"
613,610,560,815,757,"FGFR1"
0,0,0,0,0,"FKBP6"
23,19,28,31,22,"SMC1B"
1955,1462,1598,2318,2374,"FBLN1"
