"HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_chemonaive3","Symbol"
19,17,20,"BCAS1"
0,0,0,"POU1F1"
2374,1917,1885,"CHI3L2"
6770,6384,9388,"SBNO2"
1130,1344,1558,"PMS1"
7302,6721,8311,"HMG20B"
38,37,40,"CALCRL"
1300,1279,1751,"TAF11"
2134,2708,3291,"ANKS1A"
9515,10003,12131,"AP3D1"
1546,1519,1967,"ZNF76"
1107,1309,1863,"SLC9A3R2"
514,566,764,"NTHL1"
865,972,973,"UHRF1BP1"
3882,4246,5137,"GNAI3"
4867,5151,6465,"IPO5"
6218,6291,8134,"OAT"
3194,3360,4499,"WDR3"
2543,3359,3875,"PKN2"
1955,1929,2676,"WDR18"
993,1169,1341,"TRAM2"
4838,4492,5543,"NTN1"
231,291,203,"GLP2R"
971,1112,1595,"MCM10"
1268,1402,1325,"DGKA"
8994,8679,10303,"ERBB3"
707,693,912,"ROPN1"
145,146,125,"ANKRD44"
5266,5615,7223,"KARS1"
539,492,584,"ADAT1"
879,932,1007,"PDIA5"
877,1075,1284,"TBC1D22B"
2099,2132,2850,"NDUFB4"
4936,5486,5737,"SPEN"
311,378,478,"MYLK"
3382,3959,4774,"ZC3H15"
857,887,1095,"MAP2K4"
419,385,530,"PACC1"
3,1,2,"SNAP91"
1189,1103,1268,"SLK"
711,711,928,"CYB5R4"
4,3,4,"COL17A1"
651,583,758,"GSTO2"
296,260,398,"SEC61A2"
0,0,0,"PRKCQ"
3540,3858,4521,"TLE2"
1678,1859,2455,"ASB1"
2745,2616,2671,"FAM107B"
915,1120,1425,"ME1"
4935,5028,5997,"TBC1D1"
1740,1994,2494,"CDK13"
2384,2611,3265,"MTHFD2"
1435,1665,1860,"SLC9A7"
3126,3028,3971,"FOXJ2"
36811,41718,55001,"YBX1"
1264,1415,1644,"PDE4A"
1631,1642,2107,"PPP2R5A"
0,3,0,"CTNNA2"
4827,4788,6459,"ELAVL1"
3,4,3,"TIE1"
2136,2299,2432,"DIP2B"
2748,2674,3446,"SMARCD1"
1090,1062,1424,"KDM4A"
1854,1891,2315,"NFYC"
13,15,13,"ZMYND12"
11,15,32,"SLC9A3"
573,493,558,"NGEF"
3524,3709,4934,"ASPM"
0,0,0,"CD84"
3629,4000,4942,"ELOVL1"
92,102,162,"SPI1"
196,159,257,"ZNRD1"
23,24,8,"MPPED2"
0,0,0,"CLDN18"
1177,1489,1691,"ZBTB11"
715,750,894,"ATXN3"
2286,2341,2782,"GOLGA5"
3770,3311,4587,"FGFR2"
1179,1288,1570,"LRRC40"
702,858,1182,"ISOC1"
633,566,669,"EML1"
1724,1455,2075,"TRMT11"
835,1131,1373,"THUMPD1"
1213,1311,1742,"MSANTD3"
6,17,13,"KIF26A"
983,1222,1227,"ATG2B"
2086,2326,2246,"ARFGEF1"
0,0,1,"ACSM2B"
652,567,793,"ZFAT"
961,1020,1272,"MTFR1"
43,36,45,"STAG3"
945,824,1059,"FECH"
887,976,1125,"MYO9A"
10,9,15,"DDX3Y"
5947,5327,6863,"PFKP"
992,1046,1589,"IDI1"
2274,2083,2106,"SP100"
11616,8221,11658,"KLF6"
145,146,177,"PLPP1"
44,79,123,"NEO1"
4314,4686,4697,"TRAM1"
1876,2008,2360,"PHKA1"
4822,5514,5834,"TNFRSF1A"
607,557,609,"CACNB1"
306,378,450,"EVI5"
366,300,364,"STOML1"
38571,34429,42687,"PKM"
431,473,552,"DHX29"
2272,2320,3095,"DNTTIP2"
570,552,599,"METTL22"
3212,3054,3586,"TP53BP1"
29,10,26,"TRO"
764,899,1061,"RRP15"
11800,11587,14028,"RHOA"
2451,2508,3105,"DHX8"
73,88,96,"PMS2P4"
1668,1777,2251,"PRKCZ"
1,1,1,"ZFY"
5102,4748,6199,"IARS2"
0,2,0,"SYT1"
12,10,15,"NAV3"
3208,2946,3980,"IDH3G"
335,331,495,"ROGDI"
86,61,87,"PDZD4"
4,8,10,"ATP2B3"
1848,2120,2332,"ROCK1"
3317,3496,4303,"CBFB"
3895,3675,3702,"PDK3"
772,754,921,"HYAL2"
1088,1176,1465,"HDAC4"
2136,1943,2521,"RASSF1"
624,677,681,"FGFR3"
345,258,237,"IFI35"
656,676,880,"HEATR6"
1073,1169,1537,"COASY"
2028,2001,2811,"PLEKHH3"
872,866,956,"MEF2A"
1617,1677,2038,"OTUD5"
1803,1925,2385,"TFE3"
418,410,495,"TBC1D25"
1078,1332,1498,"ACSL4"
627,597,693,"INPP5A"
590,648,822,"GPKOW"
1600,1650,1973,"GRIPAP1"
1169,1221,1577,"FTSJ1"
2906,2730,4001,"PRR11"
154,99,102,"REEP1"
4757,6276,6242,"ATP11A"
4366,4908,5819,"POLR1A"
14382,16038,18190,"LAPTM4A"
1466,1697,1809,"TTC7A"
2215,2278,2833,"IP6K2"
0,0,1,"STON1-GTF2A1L"
583,573,702,"SRBD1"
991,1117,1307,"KIF2A"
1,4,2,"RASGRP2"
7014,7655,8426,"PSME4"
1332,1405,1602,"IFT80"
1119,1260,1539,"SIRT2"
1783,1937,2220,"ERLEC1"
478,417,541,"PPP2R5B"
9,11,19,"PYGM"
0,0,0,"PAGE1"
1097,1026,1404,"PITX1"
0,0,0,"TRPC7"
247,274,218,"MAST4"
1,1,1,"ADGRF5"
94,115,128,"SDK2"
0,0,0,"ADAM7"
2874,2828,3678,"NUP133"
22378,23106,28170,"NUCKS1"
4640,4633,5807,"VPS35"
1643,1811,2259,"DNAJA2"
474,424,534,"BCL3"
154,125,157,"KCNAB2"
0,4,0,"ABCC9"
679,802,1368,"GAL"
530,441,558,"CLEC2D"
198,190,255,"FUNDC1"
0,1,1,"MAOB"
263,177,171,"RORA"
48,34,31,"DRD4"
207,314,674,"TGFBR3"
1,2,1,"PLA2G10"
571,801,529,"HES2"
6506,6341,6034,"ATP1B3"
218,282,296,"NEDD4"
326,370,453,"PIGB"
2273,2028,2746,"MAPK6"
764,600,794,"GNB5"
503,554,591,"RAB27A"
1239,1207,1685,"HDHD5"
1475,1461,2076,"UFD1"
4495,5519,5860,"LRP6"
4,3,2,"GUCY2C"
0,0,0,"SCT"
1194,1262,1647,"PHRF1"
2182,2565,3033,"ELP1"
2074,2049,2190,"NUCB2"
13494,12978,15991,"PFN2"
2458,2596,3102,"PTPN3"
22,12,11,"SPTB"
3130,2915,3297,"DAPP1"
0,2,3,"FGF10"
3580,3828,4199,"SLC44A1"
614,722,866,"TMEM260"
1643,1616,2228,"SMG6"
1964,2332,2726,"EXOC5"
180,149,173,"CLTCL1"
3,2,1,"FGF22"
2562,3074,3750,"FSTL3"
3301,3428,4600,"DGCR2"
2935,2585,3688,"RNF126"
2957,3005,3553,"MNT"
1036,937,1088,"ZXDC"
569,679,1014,"JMJD6"
623,753,970,"POLB"
0,0,1,"ST6GALNAC1"
1344,1641,1702,"WIPI1"
2,2,9,"FRMPD1"
1297,1425,1919,"GBA2"
5929,5867,7214,"NDST1"
93,114,150,"ASNS"
484,510,589,"AP3M2"
5,5,5,"CNGB1"
592,612,657,"ST6GALNAC2"
1,2,0,"CHAT"
60552,65326,80274,"PABPC1"
403,397,471,"TESK2"
1212,1290,1786,"CFAP20"
3557,3517,4509,"CSNK2A2"
991,1168,1413,"PTPN21"
764,854,1189,"EIF2B3"
2,0,5,"CAMK2A"
4291,4228,5859,"TCOF1"
8077,8258,9436,"CDC42"
1297,1573,1780,"OSBPL3"
3,2,7,"EPHA8"
0,0,1,"SLC12A3"
1178,984,1236,"RAD18"
575,772,816,"ATP2B1"
25,21,27,"TRPM5"
6609,6100,7566,"NCK2"
11390,11539,14158,"MAP4K4"
339,572,610,"MGAT4A"
11246,10079,12986,"RPL31"
5476,5766,7277,"WDR1"
944,1185,1316,"SNX13"
0,0,0,"MS4A12"
752,728,1027,"ARHGAP10"
1367,1339,1336,"RPS6KA2"
401,463,567,"ING3"
1237,1252,1228,"VASH1"
755,613,768,"LMCD1"
3302,3019,4238,"BUD23"
2262,2404,2553,"SEL1L"
2331,2559,3284,"TRIP13"
6679,6905,8826,"ATP6AP1"
14548,14857,21184,"TCF3"
628,541,667,"TRIB2"
11092,11324,14852,"DAZAP1"
2766,2930,3855,"MBD3"
0,0,0,"PRLH"
3771,3702,4595,"HLTF"
3150,3486,4390,"FAM50A"
2178,2186,2938,"FAM3A"
5929,6439,8526,"CPSF1"
619,659,842,"MYO3B"
3827,4815,5356,"CYBRD1"
10,1,0,"CDH19"
4798,5289,6450,"PDCD2"
909,1443,1676,"SLC6A15"
1814,1886,2479,"RDH11"
3663,3936,4670,"PRKACA"
6869,6620,8212,"ADGRL1"
0,0,0,"SPP2"
11234,13948,20212,"ACTN1"
1243,1247,1416,"ZFYVE26"
139,201,199,"RPS6KA6"
3081,3090,3810,"EPN2"
6483,5938,7365,"PTPN18"
658,597,860,"LIMS2"
31,23,42,"ASIC4"
8443,8671,12166,"SPEG"
186,189,219,"LNX1"
3178,3204,3979,"ALDH3A2"
8363,6852,12100,"TFRC"
6099,4944,6530,"SREBF1"
0,0,0,"TRPC5"
1683,1783,1951,"AFF4"
1615,2001,2232,"UBE2D1"
1991,2208,2510,"MPP5"
2224,2477,2929,"RHOBTB1"
3966,4057,5081,"SMC1A"
1686,1676,2271,"HSD17B10"
4718,4752,5908,"MARK2"
1480,1595,2361,"HMMR"
1581,1520,1815,"CHFR"
0,0,0,"TRHDE"
741,774,900,"P4HA2"
17,5,7,"FCGR2B"
1619,1659,2133,"NFATC3"
283,325,465,"TRNT1"
9668,9847,12581,"ACADVL"
2354,2230,2150,"STK10"
1932,2266,2377,"FBXW11"
16,14,5,"ACAP1"
3,1,2,"CRMP1"
444,442,444,"EVC"
827,886,1102,"DERL2"
16,24,6,"SIDT1"
655,616,805,"NDE1"
12,8,8,"MRVI1"
501,528,617,"TMEM38A"
2636,2497,3352,"AP1M1"
1437,1849,2469,"PVR"
789,746,986,"XRCC1"
4292,4012,5729,"SCARB1"
1,1,3,"CYP2W1"
3546,3425,4885,"MCM2"
35,38,18,"MOV10L1"
272,218,185,"PANX2"
641,638,840,"SELENOO"
4,7,12,"TP63"
1927,2028,2028,"ALPK1"
4137,4117,5188,"LLGL2"
1356,1473,1633,"PDE8A"
758,747,1055,"CLCN4"
821,910,1128,"NLE1"
362,364,476,"SDHA"
216,193,240,"SMARCE1"
0,2,0,"FNDC8"
1109,1221,1605,"GSDMB"
5087,5443,5891,"KDM5A"
267,285,443,"ADAM11"
1460,1508,1722,"PPP2R3A"
1177,1375,1892,"FERMT2"
0,0,0,"ABCB11"
0,0,0,"DHRS9"
0,0,0,"CD5L"
43,48,31,"PTGS2"
4360,4928,6132,"IGF2BP2"
2676,2650,2846,"MAP3K13"
3713,4213,3932,"ST6GAL1"
3,0,0,"TBX21"
3,1,6,"VDAC1P1"
59,71,41,"FRY"
5034,5527,6483,"PICALM"
550,600,629,"NSF"
4,6,7,"GLI2"
3416,3378,4079,"CLASP1"
1434,1510,2380,"MRPS34"
35846,36055,48497,"NOTCH3"
2682,2938,3683,"CLNS1A"
7,5,9,"PPP2R2C"
2969,3426,4043,"TEAD2"
662,824,1079,"EED"
20,17,22,"CDHR2"
1,1,0,"SNCB"
1823,1595,2138,"TSG101"
2054,2182,2611,"NCBP3"
19,20,49,"ATP2A3"
8,18,9,"CA12"
51,75,72,"MGLL"
306,413,556,"NTN4"
1249,1314,1877,"BCS1L"
139,107,119,"NUAK1"
984,1080,1222,"DPP8"
271,221,207,"SLC24A1"
3072,2910,3698,"ZNF532"
10,4,7,"SCARF1"
7980,8777,8768,"LMAN1"
3852,4121,4900,"HACD3"
287,303,354,"IPCEF1"
2094,2164,2249,"ZZEF1"
0,0,0,"NOX3"
56854,51941,65863,"ENO1"
2,1,3,"SLC12A1"
1863,2001,2623,"MYDGF"
6007,5455,7098,"ANO8"
318,421,497,"TUBE1"
4151,4183,4543,"ARHGEF10L"
1,6,2,"TXK"
0,0,1,"WSCD2"
2,6,1,"KCNQ2"
15,18,25,"TACR2"
1773,1736,2447,"ACTR6"
305,305,406,"TIPIN"
1982,1969,2872,"SRI"
2353,2096,2353,"EIF4G3"
625,588,870,"NUP37"
341,369,419,"SEMA3A"
1998,1572,2468,"GTSE1"
193,288,280,"SEMA3C"
607,828,1099,"TTC38"
1968,2390,2980,"ACAT1"
2288,2284,2949,"GRAMD4"
3586,3718,4410,"CELSR1"
0,2,6,"WNT8B"
3251,3786,4536,"ZNF638"
1313,1182,1521,"SLC25A40"
480,571,777,"TIMM21"
4695,4538,5355,"ADD2"
1,0,0,"FGF4"
3925,4246,4330,"RASAL2"
781,694,681,"VPS9D1"
1559,2089,2468,"ZNF37A"
3097,3233,4096,"MARK3"
6940,6430,8833,"SLC25A3"
4760,5117,5406,"FNDC3B"
8728,9788,12961,"FOSL2"
0,0,0,"CACNG5"
33,37,32,"CACNG4"
984,1092,1123,"FRYL"
2602,2702,3197,"TMEM131"
11791,12590,15373,"FSCN1"
119015,122394,158427,"ACTB"
469,525,610,"MOCOS"
882,1004,950,"PLD1"
0,0,1,"ATP12A"
1432,1326,2035,"WDR62"
7915,8259,11090,"DLG1"
4643,5148,6055,"RAB7A"
32,32,53,"BCAP29"
409,299,409,"SEC31B"
2105,2089,2872,"SART3"
10,9,23,"ARHGAP15"
0,1,1,"TUBA3D"
0,0,0,"PAX2"
519,518,742,"EXOSC7"
1394,1465,1695,"KIFAP3"
970,1000,1271,"MKRN2"
6170,5247,7018,"MCM6"
1540,2180,2167,"REXO2"
765,922,962,"RBM7"
1866,2214,2456,"RBMS2"
5498,6110,7164,"BAZ2A"
2911,2801,3777,"PTPN23"
755,692,876,"MLH1"
2077,2217,2868,"UNG"
167,159,161,"FMO4"
610,704,891,"KLHL20"
94,64,108,"RGS11"
713,792,955,"SLC46A1"
1204,1087,1400,"PLXNA2"
2297,2095,3219,"SPAG5"
3808,3456,3951,"ANKRD13A"
3279,3530,4129,"TPD52"
499,475,659,"ACACB"
6173,5869,7201,"TRAF4"
33,48,78,"PAG1"
966,983,1317,"GPATCH1"
207,220,286,"ICAM3"
2093,1778,2158,"NT5C2"
2818,3870,4312,"MCAM"
821,850,947,"GPC4"
311,433,453,"MBNL3"
4294,4207,5521,"CAMSAP3"
700,582,717,"RAP1GAP"
2891,2633,3609,"XAB2"
3983,3669,4732,"ARHGEF1"
1851,1858,2336,"STXBP2"
2862,3025,4120,"MAP2K7"
0,0,0,"NMRK2"
1825,1976,2609,"DGKD"
33,35,14,"CTTNBP2"
0,0,2,"ACTL6B"
499,366,381,"RARB"
7039,7403,8588,"TOP2B"
3541,3763,4196,"TM9SF3"
1795,1559,2160,"NFKB2"
1262,1208,1828,"UBE2T"
917,1059,1265,"PPP1R12B"
6455,7254,7783,"DNAJC10"
2847,3168,4138,"GTF3C1"
810,1003,876,"IL4R"
2378,2477,3057,"USP33"
32,60,57,"PAK3"
554,531,501,"CAPN6"
0,0,0,"DCX"
2311,2464,3071,"SNRPA"
0,0,0,"SPAG6"
667,606,853,"EXOSC5"
4381,5009,5669,"DYNC1I2"
33,29,42,"APBB1IP"
973,819,1264,"LRCH4"
830,815,955,"FAM76B"
1142,1158,1593,"SIRT6"
0,0,0,"TYR"
1117,1222,1352,"POLD3"
11,9,4,"ACTN2"
4738,4904,6348,"CAPZB"
565,590,607,"GPR137B"
0,1,0,"NAALAD2"
1008,943,1439,"JADE1"
832,928,1062,"SLC25A43"
1690,1830,2058,"UBE2A"
334,543,687,"FGFR1"
0,0,0,"FKBP6"
30,30,30,"SMC1B"
2184,2556,2486,"FBLN1"
0,0,0,"ITGA8"
4,2,7,"CST7"
1236,1654,1554,"MAP2"
614,549,663,"PIAS2"
2,2,1,"AMPH"
1527,1534,2043,"ARAF"
6263,6202,8056,"MCCC1"
395,258,209,"LAMP3"
21,57,68,"FAP"
2403,2664,2645,"NEBL"
511,598,619,"ACER3"
3666,4147,5140,"UBE2K"
408,393,485,"PIK3C3"
206,203,231,"N4BP2"
132,157,199,"TIGAR"
5288,5583,6889,"TULP3"
2532,2456,2343,"SYNJ2"
1,0,3,"ADCY2"
5139,5425,6820,"PPP2R5C"
573,529,639,"PMS2P1"
0,1,3,"RBFOX1"
25594,25695,33425,"GNB1"
2,10,6,"HOXA9"
1364,1166,1637,"EDN1"
3298,3307,3968,"MLLT10"
105,79,114,"ZCWPW1"
2,0,5,"ADCYAP1R1"
0,0,0,"FGF20"
0,0,1,"P2RY10"
3,8,8,"ITM2A"
6574,7111,8938,"NRDC"
2670,2587,3443,"VDAC3"
2802,2890,3546,"PCM1"
173,196,235,"TNRC6C"
1943,2016,2308,"CBFA2T2"
0,3,2,"BRINP1"
2520,2817,3330,"ITCH"
7,7,7,"PKD2L2"
581,501,647,"TP53INP2"
6890,7339,9816,"SDF4"
15,4,10,"MYH7B"
0,0,0,"BPIFB2"
9,5,18,"TP73"
1489,1595,1776,"TOLLIP"
497,530,606,"UBE2D4"
90,96,82,"CLUL1"
5,6,18,"RUNX1T1"
0,0,0,"CDH17"
1644,1862,2477,"THOC1"
339,313,403,"FKBP7"
1,8,2,"OSBPL6"
858,1072,1366,"SLC1A3"
14587,14302,17773,"XRCC5"
1246,1385,1301,"LXN"
2,3,1,"SP140"
1399,1447,1610,"MKNK1"
1301,1123,1231,"TNS1"
4089,4021,5628,"REXO1"
3934,4610,5300,"SAR1A"
149,251,291,"CDC14A"
23,15,27,"RAPGEF3"
768,779,617,"CEACAM1"
1058,1062,1388,"SENP1"
0,3,2,"DUSP13"
4462,4101,5344,"CIC"
109,87,118,"LIPE"
12773,11951,17079,"FDFT1"
1441,1500,1798,"PAFAH1B3"
2009,2257,2346,"OPHN1"
0,0,0,"AFM"
2546,2432,3428,"KIF22"
0,0,0,"SCGN"
1528,1510,1789,"CARMIL1"
2464,2445,2984,"PGM1"
7912,8581,10173,"DDX1"
6685,6310,8234,"DNM2"
10869,12030,14056,"EPB41L2"
0,0,1,"RIMS1"
15,20,28,"MOXD1"
2262,2392,2863,"STX7"
644,690,832,"RABL2B"
2482,2162,3063,"KEAP1"
0,0,1,"DDX43"
1,2,3,"PTPRH"
5,5,4,"DCT"
2703,2610,3669,"SLC35C2"
1091,1315,1287,"CRYBG3"
0,0,3,"EPHA6"
0,0,0,"SCTR"
228,283,356,"RFX3"
2933,3126,3896,"RIF1"
1262,1402,1683,"RAB21"
7,7,31,"SLC4A4"
3720,3965,4537,"SMARCA2"
0,0,0,"RDH8"
192,222,290,"SESN1"
164,208,276,"MID2"
0,0,0,"PIH1D3"
10,11,13,"COL5A3"
246,247,332,"SRCAP"
1779,2105,2549,"PUM3"
0,0,0,"CPB2"
3,2,1,"CHRNA3"
1,1,2,"KCNN2"
738,1045,1208,"CNOT4"
2475,2592,3071,"PSEN1"
867,882,1115,"CPOX"
1657,1858,2343,"CLDND1"
1491,1600,1769,"MOK"
73749,88617,105607,"HSP90AA1"
916,990,1204,"RBL1"
3668,3716,4441,"DLGAP4"
17,21,8,"IGSF9B"
0,0,0,"CFHR2"
229,285,296,"CROCCP3"
514,412,686,"NDC80"
789,670,811,"AP4E1"
736,945,1064,"RSBN1"
989,1036,1214,"MAGI3"
435,195,241,"CXCL2"
0,0,0,"AFP"
889,1344,1230,"COL4A4"
116,165,195,"TCF7"
200,248,290,"OSTM1"
0,0,0,"CDH7"
2,5,8,"IMPG2"
3898,4111,4839,"PCNP"
1027,1144,1412,"EXD2"
593,723,904,"ARG2"
113,175,186,"MEF2C"
2,4,4,"PTPRC"
3,2,1,"CACNA1S"
17641,18821,19517,"PKP1"
1009,1016,1246,"UBA5"
849,1118,1307,"STK17B"
1400,1529,1630,"CDC14B"
728,971,1019,"ZNF510"
0,1,1,"LRP2"
1,4,1,"ZNF506"
1792,1600,1877,"JMJD4"
706,711,979,"DUSP12"
1486,1521,1814,"AACS"
1267,1201,1480,"DELE1"
0,0,0,"SLC13A1"
0,5,5,"CADPS2"
26,24,27,"PCDHB4"
0,0,0,"PCDHA6"
21,18,9,"PCDHGA2"
937,1022,1242,"HSPB11"
1628,1750,1668,"PHLPP1"
1820,1804,1954,"ATP8B1"
1675,1913,2164,"IL12RB2"
396,350,482,"SMARCD3"
825,835,1048,"WDR70"
10,17,7,"FYB1"
0,0,0,"MPP4"
195,194,274,"STRADB"
3721,3592,4630,"BZW1"
3,0,0,"PGR"
27,33,37,"C1QTNF3"
1918,2168,2698,"ME2"
843,928,1097,"C5orf22"
2401,2403,2954,"CCNT2"
330,402,403,"FAM135A"
0,0,0,"COL19A1"
8,9,13,"EPB41L3"
1428,1351,1497,"COBLL1"
5394,5395,6768,"DLG3"
103,67,131,"KCNK2"
122,147,281,"SERTAD4"
964,1190,1296,"TRAF5"
700,706,964,"MRPL22"
1100,1207,1638,"GEMIN5"
51,37,45,"OPRK1"
6494,7068,8467,"NFE2L1"
53,60,56,"SEMA5B"
2141,2353,2630,"GSK3B"
784,762,1038,"ITGB5"
6174,6284,6984,"ERC1"
11598,12997,15800,"XPO1"
22,9,6,"LINC01587"
3720,3337,4129,"RNF13"
0,2,1,"TRPM3"
571,553,772,"PALB2"
585,647,667,"DOP1A"
1076,922,1319,"LYRM2"
631,663,855,"BCKDHB"
1500,1629,1671,"KAT6A"
2254,2777,2844,"TUT7"
1360,1286,1397,"ULK2"
2536,2469,3366,"GRHL2"
3638,4483,5304,"TNPO1"
6611,6567,8153,"PLOD1"
194,229,342,"P2RX5"
393,446,625,"ITGAE"
2329,2632,2969,"DIS3"
757,794,953,"PIBF1"
658,723,770,"TDRD3"
1,1,0,"AC000061.1"
379,272,442,"NUFIP1"
1139,1220,1468,"PDS5B"
2911,3185,4073,"OXCT1"
207,233,298,"RRAGB"
0,0,0,"EPYC"
1575,1603,1909,"CYLD"
230,228,295,"SLC27A5"
352,323,434,"ZNF324"
113,178,201,"ZNF671"
182,142,207,"ZNF416"
375,422,514,"ZNF586"
256,163,260,"ZNF446"
790,937,1169,"ZNF264"
9563,9854,14011,"RPS5"
5059,5052,6708,"FAT1"
1203,1268,1539,"YTHDC1"
1512,1427,1837,"CHMP2B"
1068,1267,1630,"SMAP2"
1356,1418,1911,"PPIE"
2891,3369,3916,"ZMPSTE24"
10632,10963,14816,"STARD7"
626,646,854,"NOA1"
942,1180,1229,"REST"
33,25,24,"HAL"
1979,2146,2556,"SSH1"
15937,16849,21493,"GSTP1"
15665,17791,19016,"APLP2"
1198,1239,1656,"FAM234B"
66,60,69,"SLCO1A2"
7189,7516,10043,"WBP11"
4232,4261,6028,"EIF3I"
78,77,136,"NKAIN1"
6219,5317,6218,"COL16A1"
4911,5135,6645,"TXLNA"
2,0,0,"APOB"
2801,2821,3294,"NCOA1"
1770,1484,1960,"AGBL5"
0,5,15,"EFR3B"
3284,3710,5131,"KIF3C"
8001,9229,10869,"RAB10"
0,4,2,"GCKR"
14073,14593,19066,"HADHA"
577,580,737,"MAPRE3"
11551,11795,15344,"CAD"
8931,9347,9366,"CD59"
8012,7434,7946,"CD82"
1316,1595,1791,"BCORL1"
2787,3136,3674,"ATRX"
130,149,206,"AK6"
0,0,0,"FCN1"
1027,1045,1215,"MYNN"
15,18,22,"MECOM"
1999,2124,2582,"SCAMP1"
1044,1079,1378,"PREP"
723,741,869,"HACE1"
1527,1752,2380,"SEH1L"
1046,1304,1329,"WDR47"
640,653,648,"WDFY1"
45,46,59,"OVGP1"
4009,5088,5787,"SLC25A24"
2544,2885,3527,"MAP3K4"
109,89,132,"PILRA"
4278,4344,6266,"IGSF9"
0,0,2,"ABCB1"
808,862,1145,"ZNF213"
110,87,229,"AKR1B1"
2734,3183,3571,"CPNE3"
638,601,797,"RRN3"
46105,46589,58225,"CTTN"
56,72,66,"WNT11"
2097,2144,2848,"MTIF2"
2264,1878,2246,"DDHD2"
728,772,910,"TTC39A"
2031,2352,2431,"EPS15"
607,561,817,"ORC1"
756,935,1189,"MGST2"
6261,6267,8563,"CHERP"
1546,1741,2185,"ATG16L1"
1081,1144,1319,"USP40"
2792,2915,3722,"POMGNT1"
862,1004,1394,"RAD54L"
3752,4229,5398,"MAST2"
5198,6061,8136,"DNAJA1"
6053,5545,6073,"B4GALT1"
1166,1173,1530,"CHMP5"
1884,1883,2191,"NFX1"
10,8,7,"AQP6"
315,362,511,"DIMT1"
499,515,648,"IPO11"
365,391,454,"FOLH1"
5213,5047,6155,"EIF2AK1"
0,0,0,"NME8"
40,68,68,"EPDR1"
372,393,313,"SNX10"
7318,7279,10123,"SEPHS1"
1250,1278,1819,"MRPL28"
59,76,108,"HBQ1"
1501,1480,1720,"ITPKC"
19,5,12,"CEACAM6"
2334,2633,3106,"FAT2"
1633,1695,2060,"RBM22"
8543,9520,11552,"TMED2"
17,23,16,"ERO1B"
1370,1376,1689,"ZFAND6"
4,3,11,"HSD17B2"
1139,1266,1758,"TXLNG"
3,14,9,"PPEF1"
12,11,20,"LAT2"
10611,11816,13201,"HUWE1"
1420,1595,1782,"ZW10"
482,320,442,"ALG9"
4,1,0,"MYBPC2"
0,1,0,"NOX4"
139,126,154,"ACOX3"
3421,3259,4755,"MTMR2"
1756,1617,1967,"PPP1R15A"
44,38,74,"HSD17B14"
8423,6835,9331,"TRIP6"
15,16,28,"ACHE"
20823,20950,26757,"FTL"
9412,9211,12463,"SRRT"
1466,1361,1976,"BAX"
664,756,1003,"NLK"
2940,3016,3674,"PIGS"
22,33,30,"ADAMTS2"
6,8,7,"TMPRSS11E"
3350,3507,4671,"ATXN7L3"
362,337,482,"PGS1"
3237,3503,4760,"PSMC5"
879,840,1049,"UIMC1"
0,1,0,"CETP"
147,212,249,"MMP2"
18,4,4,"MT3"
469,596,600,"LPCAT2"
9,8,20,"GNAO1"
1843,2065,2571,"OGFOD1"
4464,4209,5042,"SH3BP2"
938,958,1401,"NOP14"
3426,3297,4100,"ADD1"
605,602,874,"L2HGDH"
560,646,741,"TXNDC16"
2786,2704,3579,"RTRAF"
23,19,30,"NID2"
933,1015,1211,"GMCL1"
7049,6968,8660,"SF3B2"
1571,1750,2455,"KLHL42"
41252,42033,51866,"GNAS"
2681,3051,3911,"DNM1L"
28,3,5,"PTHLH"
0,1,1,"PHACTR3"
2656,2944,3517,"ERGIC2"
2849,2837,4498,"TFAP2C"
2017,1944,2898,"AURKA"
16,30,33,"CASS4"
249,253,371,"PIR"
248,268,276,"AAMDC"
471,495,616,"RFX2"
840,823,1084,"METTL2A"
120,76,94,"SULT2B1"
544,625,732,"ALG6"
1406,1385,2053,"CNOT3"
4,0,1,"GP6"
959,927,1230,"PTPN4"
5017,5245,6455,"DDX18"
12355,12472,17792,"KHSRP"
6140,5981,8303,"GNA11"
2166,2026,2637,"ASAP3"
509,474,708,"EDEM2"
1034,1002,1151,"DNMT3B"
10,10,32,"REM1"
7153,6733,9664,"TPX2"
1286,1037,1288,"FER1L4"
695,718,1070,"PDRG1"
4094,3714,3743,"EPB41L1"
368,504,253,"SLC15A1"
893,974,1110,"DOCK9"
3142,3373,3572,"ANKRD10"
443,460,630,"TGDS"
946,868,890,"DOCK3"
101,112,132,"C3orf18"
1471,1799,2289,"COQ9"
451,375,356,"TMEM40"
154,196,262,"KIF9"
124,117,125,"ARHGAP28"
242,243,283,"CRLS1"
0,0,0,"DEFB127"
2523,2828,2949,"PPP1R13B"
3645,3725,4092,"ATRN"
463,521,666,"SMOX"
5,1,5,"SIGLEC1"
7085,7776,9480,"FKBP1A"
2141,2231,2919,"NSFL1C"
2444,2122,2659,"SLC4A11"
1330,1542,1657,"C20orf194"
519,522,640,"ZNF343"
27,21,24,"EBF4"
41,32,20,"CPXM1"
9115,9306,11477,"MAVS"
5668,5643,7144,"LZTS3"
0,0,0,"F11"
4880,5146,6292,"XRN2"
484,537,658,"KIZ"
5192,6036,7848,"DYNLL1"
3,1,3,"TESC"
3118,3218,3811,"SNX5"
